Voxel_Number,X,Y,Z
63787,44,29,9
63788,44,29,10
63789,44,29,11
63790,44,29,12
63791,44,29,14
63792,44,29,15
63793,44,29,16
63794,44,29,17
63795,44,29,18
63796,44,29,19
63797,44,29,20
63798,44,29,21
63799,44,29,22
63800,44,29,23
63801,44,29,24
63802,44,29,25
63803,44,29,26
63804,44,29,27
63805,44,29,28
63806,44,29,29
63807,44,29,30
63808,44,29,31
63809,44,29,32
63810,44,29,33
63811,44,29,34
63812,44,29,35
63813,44,29,36
63814,44,29,37
63815,44,29,38
63816,44,29,39
63817,44,29,40
63818,44,29,41
63819,44,29,42
63820,44,29,43
63821,44,29,44
63822,44,29,45
63823,44,29,46
63824,44,29,47
63825,44,29,48
63826,44,30,11
63827,44,30,14
63828,44,30,15
63829,44,30,16
63830,44,30,17
63831,44,30,18
63832,44,30,19
63833,44,30,20
63834,44,30,21
63835,44,30,22
63836,44,30,23
63837,44,30,24
63838,44,30,25
63839,44,30,26
63840,44,30,27
63841,44,30,28
63842,44,30,29
63843,44,30,30
63844,44,30,31
63845,44,30,32
63846,44,30,33
63847,44,30,34
63848,44,30,35
63849,44,30,36
63850,44,30,37
63851,44,30,38
63852,44,30,39
63853,44,30,40
63854,44,30,41
63855,44,30,42
63856,44,30,43
63857,44,30,44
63858,44,30,45
63859,44,30,46
63860,44,30,47
63861,44,30,48
63862,44,31,14
63863,44,31,15
63864,44,31,16
63865,44,31,17
63866,44,31,18
63867,44,31,19
63868,44,31,20
63869,44,31,21
63870,44,31,22
63871,44,31,23
63872,44,31,24
63873,44,31,25
63874,44,31,26
63875,44,31,27
63876,44,31,28
63877,44,31,29
63878,44,31,30
63879,44,31,31
63880,44,31,32
63881,44,31,33
63882,44,31,34
63883,44,31,35
63884,44,31,36
63885,44,31,37
63886,44,31,38
63887,44,31,39
63888,44,31,40
63889,44,31,41
63890,44,31,42
63891,44,31,43
63892,44,31,44
63893,44,31,45
63894,44,31,46
63895,44,31,47
63896,44,31,48
63897,44,32,15
63898,44,32,16
63899,44,32,17
63900,44,32,18
63901,44,32,19
63902,44,32,20
63903,44,32,21
63904,44,32,22
63905,44,32,23
63906,44,32,24
63907,44,32,25
63908,44,32,26
63909,44,32,27
63910,44,32,28
63911,44,32,29
63912,44,32,30
63913,44,32,31
63914,44,32,32
63915,44,32,33
63916,44,32,34
63917,44,32,35
63918,44,32,36
63919,44,32,37
63920,44,32,38
63921,44,32,39
63922,44,32,40
63923,44,32,41
63924,44,32,42
63925,44,32,43
63926,44,32,44
63927,44,32,45
63928,44,32,46
63929,44,32,47
63930,44,32,48
63931,44,33,14
63932,44,33,15
63933,44,33,16
63934,44,33,17
63935,44,33,18
63936,44,33,19
63937,44,33,20
63938,44,33,21
63939,44,33,22
63940,44,33,23
63941,44,33,24
63942,44,33,25
63943,44,33,26
63944,44,33,27
63945,44,33,28
63946,44,33,29
63947,44,33,30
63948,44,33,31
63949,44,33,32
63950,44,33,33
63951,44,33,34
63952,44,33,35
63953,44,33,36
63954,44,33,37
63955,44,33,38
63956,44,33,39
63957,44,33,40
63958,44,33,41
63959,44,33,42
63960,44,33,43
63961,44,33,44
63962,44,33,45
63963,44,33,46
63964,44,33,47
63965,44,33,48
63966,44,34,13
63967,44,34,14
63968,44,34,15
63969,44,34,16
63970,44,34,17
63971,44,34,18
63972,44,34,19
63973,44,34,20
63974,44,34,21
63975,44,34,22
63976,44,34,23
63977,44,34,24
63978,44,34,25
63979,44,34,26
63980,44,34,27
63981,44,34,28
63982,44,34,29
63983,44,34,30
63984,44,34,31
63985,44,34,32
63986,44,34,33
63987,44,34,34
63988,44,34,35
63989,44,34,36
63990,44,34,37
63991,44,34,38
63992,44,34,39
63993,44,34,40
63994,44,34,41
63995,44,34,42
63996,44,34,43
63997,44,34,44
63998,44,34,45
63999,44,34,46
64000,44,34,47
64001,44,34,48
64002,44,35,12
64003,44,35,13
64004,44,35,14
64005,44,35,15
64006,44,35,16
64007,44,35,17
64008,44,35,18
64009,44,35,19
64010,44,35,20
64011,44,35,21
64012,44,35,22
64013,44,35,23
64014,44,35,24
64015,44,35,25
64016,44,35,26
64017,44,35,27
64018,44,35,28
64019,44,35,29
64020,44,35,30
64021,44,35,31
64022,44,35,32
64023,44,35,33
64024,44,35,34
64025,44,35,35
64026,44,35,36
64027,44,35,37
64028,44,35,38
64029,44,35,39
64030,44,35,40
64031,44,35,41
64032,44,35,42
64033,44,35,43
64034,44,35,44
64035,44,35,45
64036,44,35,46
64037,44,35,47
64038,44,36,10
64039,44,36,11
64040,44,36,12
64041,44,36,13
64042,44,36,14
64043,44,36,15
64044,44,36,16
64045,44,36,17
64046,44,36,18
64047,44,36,19
64048,44,36,20
64049,44,36,21
64050,44,36,22
64051,44,36,23
64052,44,36,24
64053,44,36,25
64054,44,36,26
64055,44,36,27
64056,44,36,28
64057,44,36,29
64058,44,36,30
64059,44,36,31
64060,44,36,32
64061,44,36,33
64062,44,36,34
64063,44,36,35
64064,44,36,36
64065,44,36,37
64066,44,36,38
64067,44,36,39
64068,44,36,40
64069,44,36,41
64070,44,36,42
64071,44,36,43
64072,44,36,44
64073,44,36,45
64074,44,36,46
64075,44,36,47
64076,44,36,48
64077,44,37,9
64078,44,37,10
64079,44,37,11
64080,44,37,12
64081,44,37,13
64082,44,37,14
64083,44,37,15
64084,44,37,16
64085,44,37,17
64086,44,37,18
64087,44,37,19
64088,44,37,20
64089,44,37,21
64090,44,37,22
64091,44,37,23
64092,44,37,24
64093,44,37,25
64094,44,37,26
64095,44,37,27
64096,44,37,28
64097,44,37,29
64098,44,37,30
64099,44,37,31
64100,44,37,32
64101,44,37,33
64102,44,37,34
64103,44,37,35
64104,44,37,36
64105,44,37,37
64106,44,37,38
64107,44,37,39
64108,44,37,40
64109,44,37,41
64110,44,37,42
64111,44,37,43
64112,44,37,44
64113,44,37,45
64114,44,37,46
64115,44,37,47
64116,44,37,48
64117,44,38,7
64118,44,38,8
64119,44,38,9
64120,44,38,10
64121,44,38,11
64122,44,38,12
64123,44,38,13
64124,44,38,14
64125,44,38,15
64126,44,38,16
64127,44,38,17
64128,44,38,18
64129,44,38,19
64130,44,38,20
64131,44,38,21
64132,44,38,22
64133,44,38,23
64134,44,38,24
64135,44,38,25
64136,44,38,26
64137,44,38,27
64138,44,38,28
64139,44,38,29
64140,44,38,30
64141,44,38,31
64142,44,38,32
64143,44,38,33
64144,44,38,34
64145,44,38,35
64146,44,38,36
64147,44,38,37
64148,44,38,38
64149,44,38,39
64150,44,38,40
64151,44,38,41
64152,44,38,42
64153,44,38,43
64154,44,38,44
64155,44,38,45
64156,44,38,46
64157,44,38,47
64158,44,39,7
64159,44,39,8
64160,44,39,9
64161,44,39,10
64162,44,39,11
64163,44,39,12
64164,44,39,13
64165,44,39,14
64166,44,39,15
64167,44,39,16
64168,44,39,17
64169,44,39,18
64170,44,39,19
64171,44,39,20
64172,44,39,21
64173,44,39,22
64174,44,39,23
64175,44,39,24
64176,44,39,25
64177,44,39,26
64178,44,39,27
64179,44,39,28
64180,44,39,29
64181,44,39,30
64182,44,39,31
64183,44,39,32
64184,44,39,33
64185,44,39,34
64186,44,39,35
64187,44,39,36
64188,44,39,37
64189,44,39,38
64190,44,39,39
64191,44,39,40
64192,44,39,41
64193,44,39,42
64194,44,39,43
64195,44,39,44
64196,44,39,45
64197,44,39,46
64198,44,39,47
64199,44,40,7
64200,44,40,8
64201,44,40,9
64202,44,40,10
64203,44,40,11
64204,44,40,12
64205,44,40,13
64206,44,40,14
64207,44,40,15
64208,44,40,16
64209,44,40,17
64210,44,40,18
64211,44,40,19
64212,44,40,20
64213,44,40,21
64214,44,40,22
64215,44,40,23
64216,44,40,24
64217,44,40,25
64218,44,40,26
64219,44,40,27
64220,44,40,28
64221,44,40,29
64222,44,40,30
64223,44,40,31
64224,44,40,32
64225,44,40,33
64226,44,40,34
64227,44,40,35
64228,44,40,36
64229,44,40,37
64230,44,40,38
64231,44,40,39
64232,44,40,40
64233,44,40,41
64234,44,40,42
64235,44,40,43
64236,44,40,44
64237,44,40,45
64238,44,40,46
64239,44,40,47
64240,44,41,7
64241,44,41,8
64242,44,41,9
64243,44,41,10
64244,44,41,11
64245,44,41,12
64246,44,41,13
64247,44,41,14
64248,44,41,15
64249,44,41,16
64250,44,41,17
64251,44,41,18
64252,44,41,19
64253,44,41,20
64254,44,41,21
64255,44,41,22
64256,44,41,23
64257,44,41,24
64258,44,41,25
64259,44,41,26
64260,44,41,27
64261,44,41,28
64262,44,41,29
64263,44,41,30
64264,44,41,31
64265,44,41,32
64266,44,41,33
64267,44,41,34
64268,44,41,35
64269,44,41,36
64270,44,41,37
64271,44,41,38
64272,44,41,39
64273,44,41,40
64274,44,41,41
64275,44,41,42
64276,44,41,43
64277,44,41,44
64278,44,41,45
64279,44,41,46
64280,44,42,7
64281,44,42,8
64282,44,42,9
64283,44,42,10
64284,44,42,11
64285,44,42,12
64286,44,42,13
64287,44,42,14
64288,44,42,15
64289,44,42,16
64290,44,42,17
64291,44,42,18
64292,44,42,19
64293,44,42,20
64294,44,42,21
64295,44,42,22
64296,44,42,23
64297,44,42,24
64298,44,42,25
64299,44,42,26
64300,44,42,27
64301,44,42,28
64302,44,42,29
64303,44,42,30
64304,44,42,31
64305,44,42,32
64306,44,42,33
64307,44,42,34
64308,44,42,35
64309,44,42,36
64310,44,42,37
64311,44,42,38
64312,44,42,39
64313,44,42,40
64314,44,42,41
64315,44,42,42
64316,44,42,43
64317,44,42,44
64318,44,42,45
64319,44,42,46
64320,44,43,8
64321,44,43,9
64322,44,43,10
64323,44,43,11
64324,44,43,12
64325,44,43,13
64326,44,43,14
64327,44,43,15
64328,44,43,16
64329,44,43,17
64330,44,43,18
64331,44,43,19
64332,44,43,20
64333,44,43,21
64334,44,43,22
64335,44,43,23
64336,44,43,24
64337,44,43,25
64338,44,43,26
64339,44,43,27
64340,44,43,28
64341,44,43,29
64342,44,43,30
64343,44,43,31
64344,44,43,32
64345,44,43,33
64346,44,43,34
64347,44,43,35
64348,44,43,36
64349,44,43,37
64350,44,43,38
64351,44,43,39
64352,44,43,40
64353,44,43,41
64354,44,43,42
64355,44,43,43
64356,44,43,44
64357,44,43,45
64358,44,43,46
64359,44,44,8
64360,44,44,9
64361,44,44,10
64362,44,44,11
64363,44,44,12
64364,44,44,13
64365,44,44,14
64366,44,44,15
64367,44,44,16
64368,44,44,17
64369,44,44,18
64370,44,44,19
64371,44,44,20
64372,44,44,21
64373,44,44,22
64374,44,44,23
64375,44,44,24
64376,44,44,25
64377,44,44,26
64378,44,44,27
64379,44,44,28
64380,44,44,29
64381,44,44,30
64382,44,44,31
64383,44,44,32
64384,44,44,33
64385,44,44,34
64386,44,44,35
64387,44,44,36
64388,44,44,37
64389,44,44,38
64390,44,44,39
64391,44,44,40
64392,44,44,41
64393,44,44,42
64394,44,44,43
64395,44,44,44
64396,44,45,9
64397,44,45,10
64398,44,45,11
64399,44,45,12
64400,44,45,13
64401,44,45,14
64402,44,45,15
64403,44,45,16
64404,44,45,17
64405,44,45,18
64406,44,45,19
64407,44,45,20
64408,44,45,21
64409,44,45,22
64410,44,45,23
64411,44,45,24
64412,44,45,25
64413,44,45,26
64414,44,45,27
64415,44,45,28
64416,44,45,29
64417,44,45,30
64418,44,45,31
64419,44,45,32
64420,44,45,33
64421,44,45,34
64422,44,45,35
64423,44,45,36
64424,44,45,37
64425,44,45,38
64426,44,45,39
64427,44,45,40
64428,44,45,41
64429,44,45,42
64430,44,45,43
64431,44,45,44
64432,44,46,9
64433,44,46,10
64434,44,46,11
64435,44,46,12
64436,44,46,13
64437,44,46,14
64438,44,46,15
64439,44,46,16
64440,44,46,17
64441,44,46,18
64442,44,46,19
64443,44,46,20
64444,44,46,21
64445,44,46,22
64446,44,46,23
64447,44,46,24
64448,44,46,25
64449,44,46,26
64450,44,46,27
64451,44,46,28
64452,44,46,29
64453,44,46,30
64454,44,46,31
64455,44,46,32
64456,44,46,33
64457,44,46,34
64458,44,46,35
64459,44,46,36
64460,44,46,37
64461,44,46,38
64462,44,46,39
64463,44,46,40
64464,44,46,41
64465,44,46,42
64466,44,46,43
64467,44,46,44
64468,44,46,45
64469,44,47,9
64470,44,47,10
64471,44,47,11
64472,44,47,12
64473,44,47,13
64474,44,47,14
64475,44,47,15
64476,44,47,16
64477,44,47,17
64478,44,47,18
64479,44,47,19
64480,44,47,20
64481,44,47,21
64482,44,47,22
64483,44,47,23
64484,44,47,24
64485,44,47,25
64486,44,47,26
64487,44,47,27
64488,44,47,28
64489,44,47,29
64490,44,47,30
64491,44,47,31
64492,44,47,32
64493,44,47,33
64494,44,47,34
64495,44,47,35
64496,44,47,36
64497,44,47,37
64498,44,47,38
64499,44,47,39
64500,44,47,40
64501,44,47,41
64502,44,47,42
64503,44,47,43
64504,44,47,44
64505,44,47,45
64506,44,48,10
64507,44,48,11
64508,44,48,12
64509,44,48,13
64510,44,48,14
64511,44,48,15
64512,44,48,16
64513,44,48,17
64514,44,48,18
64515,44,48,19
64516,44,48,20
64517,44,48,21
64518,44,48,22
64519,44,48,23
64520,44,48,24
64521,44,48,25
64522,44,48,26
64523,44,48,27
64524,44,48,28
64525,44,48,29
64526,44,48,30
64527,44,48,31
64528,44,48,32
64529,44,48,33
64530,44,48,34
64531,44,48,35
64532,44,48,36
64533,44,48,37
64534,44,48,38
64535,44,48,39
64536,44,48,40
64537,44,48,41
64538,44,48,42
64539,44,49,12
64540,44,49,13
64541,44,49,14
64542,44,49,15
64543,44,49,16
64544,44,49,17
64545,44,49,18
64546,44,49,19
64547,44,49,20
64548,44,49,21
64549,44,49,22
64550,44,49,23
64551,44,49,24
64552,44,49,25
64553,44,49,26
64554,44,49,27
64555,44,49,28
64556,44,49,29
64557,44,49,30
64558,44,49,31
64559,44,49,32
64560,44,49,33
64561,44,49,34
64562,44,49,35
64563,44,49,36
64564,44,49,37
64565,44,49,38
64566,44,49,39
64567,44,49,40
64568,44,49,41
64569,44,49,42
64570,44,50,15
64571,44,50,16
64572,44,50,17
64573,44,50,18
64574,44,50,19
64575,44,50,20
64576,44,50,21
64577,44,50,22
64578,44,50,23
64579,44,50,24
64580,44,50,25
64581,44,50,26
64582,44,50,27
64583,44,50,28
64584,44,50,29
64585,44,50,30
64586,44,50,31
64587,44,50,32
64588,44,50,33
64589,44,50,34
64590,44,50,35
64591,44,50,36
64592,44,50,37
64593,44,50,38
64594,44,50,39
64595,44,50,40
64596,44,50,41
64597,44,50,42
64598,44,51,16
64599,44,51,17
64600,44,51,18
64601,44,51,19
64602,44,51,20
64603,44,51,21
64604,44,51,22
64605,44,51,23
64606,44,51,24
64607,44,51,25
64608,44,51,26
64609,44,51,27
64610,44,51,28
64611,44,51,29
64612,44,51,30
64613,44,51,31
64614,44,51,32
64615,44,51,33
64616,44,51,34
64617,44,51,35
64618,44,51,36
64619,44,51,37
64620,44,51,38
64621,44,51,39
64622,44,51,40
64623,44,51,41
64624,44,52,16
64625,44,52,17
64626,44,52,18
64627,44,52,19
64628,44,52,20
64629,44,52,21
64630,44,52,22
64631,44,52,23
64632,44,52,24
64633,44,52,25
64634,44,52,26
64635,44,52,27
64636,44,52,28
64637,44,52,29
64638,44,52,30
64639,44,52,31
64640,44,52,32
64641,44,52,33
64642,44,52,34
64643,44,52,35
64644,44,52,36
64645,44,52,37
64646,44,52,38
64647,44,52,39
64648,44,52,40
64649,44,52,41
64650,44,53,16
64651,44,53,17
64652,44,53,18
64653,44,53,19
64654,44,53,20
64655,44,53,21
64656,44,53,22
64657,44,53,23
64658,44,53,24
64659,44,53,25
64660,44,53,26
64661,44,53,27
64662,44,53,28
64663,44,53,29
64664,44,53,30
64665,44,53,31
64666,44,53,32
64667,44,53,33
64668,44,53,34
64669,44,53,35
64670,44,53,36
64671,44,53,37
64672,44,53,38
64673,44,53,39
64674,44,53,40
64675,44,54,16
64676,44,54,17
64677,44,54,18
64678,44,54,19
64679,44,54,20
64680,44,54,21
64681,44,54,22
64682,44,54,23
64683,44,54,24
64684,44,54,25
64685,44,54,26
64686,44,54,27
64687,44,54,28
64688,44,54,29
64689,44,54,30
64690,44,54,31
64691,44,54,32
64692,44,54,33
64693,44,54,34
64694,44,54,35
64695,44,54,36
64696,44,54,37
64697,44,54,38
64698,44,55,16
64699,44,55,17
64700,44,55,18
64701,44,55,19
64702,44,55,20
64703,44,55,21
64704,44,55,22
64705,44,55,23
64706,44,55,24
64707,44,55,25
64708,44,55,26
64709,44,55,27
64710,44,55,28
64711,44,55,29
64712,44,55,30
64713,44,55,31
64714,44,55,32
64715,44,55,33
64716,44,55,34
64717,44,55,35
64718,44,55,36
64719,44,55,37
64720,44,56,16
64721,44,56,17
64722,44,56,18
64723,44,56,19
64724,44,56,20
64725,44,56,21
64726,44,56,22
64727,44,56,23
64728,44,56,24
64729,44,56,25
64730,44,56,26
64731,44,56,27
64732,44,56,28
64733,44,56,29
64734,44,56,30
64735,44,56,31
64736,44,56,32
64737,44,56,33
64738,44,56,34
64739,44,56,35
64740,44,56,36
64741,44,56,37
64742,44,57,16
64743,44,57,17
64744,44,57,18
64745,44,57,19
64746,44,57,20
64747,44,57,21
64748,44,57,22
64749,44,57,23
64750,44,57,24
64751,44,57,25
64752,44,57,26
64753,44,57,27
64754,44,57,28
64755,44,57,29
64756,44,57,30
64757,44,57,31
64758,44,57,32
64759,44,57,33
64760,44,57,34
64761,44,57,35
64762,44,58,17
64763,44,58,18
64764,44,58,19
64765,44,58,20
64766,44,58,21
64767,44,58,22
64768,44,58,23
64769,44,58,24
64770,44,58,25
64771,44,58,26
64772,44,58,27
64773,44,58,28
64774,44,58,29
64775,44,58,30
64776,44,58,31
64777,44,58,32
64778,44,58,33
64779,44,58,34
64780,44,59,18
64781,44,59,19
64782,44,59,20
64783,44,59,21
64784,44,59,22
64785,44,59,23
64786,44,59,24
64787,44,59,25
64788,44,59,26
64789,44,59,27
64790,44,59,28
64791,44,59,29
64792,44,59,30
64793,44,59,31
64794,44,59,32
64795,44,59,33
64796,44,59,34
64797,44,60,19
64798,44,60,20
64799,44,60,21
64800,44,60,22
64801,44,60,23
64802,44,60,24
64803,44,60,25
64804,44,60,26
64805,44,60,27
64806,44,60,28
64807,44,60,29
64808,44,60,30
64809,44,60,31
64810,44,60,32
64811,44,61,19
64812,44,61,20
64813,44,61,21
64814,44,61,22
64815,44,61,23
64816,44,61,24
64817,44,61,25
64818,44,61,26
64819,44,61,27
64820,44,61,28
64821,44,61,29
64822,44,62,21
64823,44,62,22
64824,44,62,23
64825,44,62,24
64826,44,62,25
64827,44,62,26
64828,44,62,27
64829,45,12,18
64830,45,12,19
64831,45,12,20
64832,45,12,21
64833,45,12,22
64834,45,12,23
64835,45,12,24
64836,45,12,25
64837,45,12,27
64838,45,12,28
64839,45,13,16
64840,45,13,17
64841,45,13,18
64842,45,13,19
64843,45,13,20
64844,45,13,21
64845,45,13,22
64846,45,13,23
64847,45,13,24
64848,45,13,25
64849,45,13,26
64850,45,13,27
64851,45,13,28
64852,45,13,29
64853,45,13,30
64854,45,13,31
64855,45,14,16
64856,45,14,17
64857,45,14,18
64858,45,14,19
64859,45,14,20
64860,45,14,21
64861,45,14,22
64862,45,14,23
64863,45,14,24
64864,45,14,25
64865,45,14,26
64866,45,14,27
64867,45,14,28
64868,45,14,29
64869,45,14,30
64870,45,14,31
64871,45,14,32
64872,45,14,33
64873,45,14,34
64874,45,14,35
64875,45,15,15
64876,45,15,16
64877,45,15,17
64878,45,15,18
64879,45,15,19
64880,45,15,20
64881,45,15,21
64882,45,15,22
64883,45,15,23
64884,45,15,24
64885,45,15,25
64886,45,15,26
64887,45,15,27
64888,45,15,28
64889,45,15,29
64890,45,15,30
64891,45,15,31
64892,45,15,32
64893,45,15,33
64894,45,15,34
64895,45,15,35
64896,45,16,15
64897,45,16,16
64898,45,16,17
64899,45,16,18
64900,45,16,19
64901,45,16,20
64902,45,16,21
64903,45,16,22
64904,45,16,23
64905,45,16,24
64906,45,16,25
64907,45,16,26
64908,45,16,27
64909,45,16,28
64910,45,16,29
64911,45,16,30
64912,45,16,31
64913,45,16,32
64914,45,16,33
64915,45,16,34
64916,45,16,35
64917,45,16,36
64918,45,16,37
64919,45,16,38
64920,45,17,9
64921,45,17,10
64922,45,17,11
64923,45,17,12
64924,45,17,13
64925,45,17,15
64926,45,17,16
64927,45,17,17
64928,45,17,18
64929,45,17,19
64930,45,17,20
64931,45,17,21
64932,45,17,22
64933,45,17,23
64934,45,17,24
64935,45,17,25
64936,45,17,26
64937,45,17,27
64938,45,17,28
64939,45,17,29
64940,45,17,30
64941,45,17,31
64942,45,17,32
64943,45,17,33
64944,45,17,34
64945,45,17,35
64946,45,17,36
64947,45,17,37
64948,45,17,38
64949,45,17,39
64950,45,18,8
64951,45,18,9
64952,45,18,10
64953,45,18,11
64954,45,18,12
64955,45,18,13
64956,45,18,14
64957,45,18,15
64958,45,18,16
64959,45,18,17
64960,45,18,18
64961,45,18,19
64962,45,18,20
64963,45,18,21
64964,45,18,22
64965,45,18,23
64966,45,18,24
64967,45,18,25
64968,45,18,26
64969,45,18,27
64970,45,18,28
64971,45,18,29
64972,45,18,30
64973,45,18,31
64974,45,18,32
64975,45,18,33
64976,45,18,34
64977,45,18,35
64978,45,18,36
64979,45,18,37
64980,45,18,38
64981,45,18,39
64982,45,18,40
64983,45,18,41
64984,45,19,7
64985,45,19,8
64986,45,19,9
64987,45,19,10
64988,45,19,11
64989,45,19,12
64990,45,19,13
64991,45,19,14
64992,45,19,16
64993,45,19,17
64994,45,19,18
64995,45,19,19
64996,45,19,20
64997,45,19,21
64998,45,19,22
64999,45,19,23
65000,45,19,24
65001,45,19,25
65002,45,19,26
65003,45,19,27
65004,45,19,28
65005,45,19,29
65006,45,19,30
65007,45,19,31
65008,45,19,32
65009,45,19,33
65010,45,19,34
65011,45,19,35
65012,45,19,36
65013,45,19,37
65014,45,19,38
65015,45,19,39
65016,45,19,40
65017,45,19,41
65018,45,19,42
65019,45,20,6
65020,45,20,7
65021,45,20,8
65022,45,20,9
65023,45,20,10
65024,45,20,11
65025,45,20,12
65026,45,20,13
65027,45,20,14
65028,45,20,15
65029,45,20,16
65030,45,20,17
65031,45,20,18
65032,45,20,19
65033,45,20,20
65034,45,20,21
65035,45,20,22
65036,45,20,23
65037,45,20,24
65038,45,20,25
65039,45,20,26
65040,45,20,27
65041,45,20,28
65042,45,20,29
65043,45,20,30
65044,45,20,31
65045,45,20,32
65046,45,20,33
65047,45,20,34
65048,45,20,35
65049,45,20,36
65050,45,20,37
65051,45,20,38
65052,45,20,39
65053,45,20,40
65054,45,20,41
65055,45,20,42
65056,45,21,5
65057,45,21,6
65058,45,21,7
65059,45,21,8
65060,45,21,9
65061,45,21,10
65062,45,21,11
65063,45,21,12
65064,45,21,13
65065,45,21,14
65066,45,21,15
65067,45,21,16
65068,45,21,17
65069,45,21,18
65070,45,21,19
65071,45,21,20
65072,45,21,21
65073,45,21,22
65074,45,21,23
65075,45,21,24
65076,45,21,25
65077,45,21,26
65078,45,21,27
65079,45,21,28
65080,45,21,29
65081,45,21,30
65082,45,21,31
65083,45,21,32
65084,45,21,33
65085,45,21,34
65086,45,21,35
65087,45,21,36
65088,45,21,37
65089,45,21,38
65090,45,21,39
65091,45,21,40
65092,45,21,41
65093,45,21,42
65094,45,22,5
65095,45,22,6
65096,45,22,7
65097,45,22,8
65098,45,22,9
65099,45,22,10
65100,45,22,11
65101,45,22,12
65102,45,22,13
65103,45,22,14
65104,45,22,15
65105,45,22,16
65106,45,22,17
65107,45,22,18
65108,45,22,19
65109,45,22,20
65110,45,22,21
65111,45,22,22
65112,45,22,23
65113,45,22,24
65114,45,22,25
65115,45,22,26
65116,45,22,27
65117,45,22,28
65118,45,22,29
65119,45,22,30
65120,45,22,31
65121,45,22,32
65122,45,22,33
65123,45,22,34
65124,45,22,35
65125,45,22,36
65126,45,22,37
65127,45,22,38
65128,45,22,39
65129,45,22,40
65130,45,22,41
65131,45,22,42
65132,45,22,43
65133,45,22,44
65134,45,22,45
65135,45,23,4
65136,45,23,5
65137,45,23,6
65138,45,23,7
65139,45,23,8
65140,45,23,9
65141,45,23,10
65142,45,23,11
65143,45,23,12
65144,45,23,13
65145,45,23,14
65146,45,23,15
65147,45,23,16
65148,45,23,17
65149,45,23,18
65150,45,23,19
65151,45,23,20
65152,45,23,21
65153,45,23,22
65154,45,23,23
65155,45,23,24
65156,45,23,25
65157,45,23,26
65158,45,23,27
65159,45,23,28
65160,45,23,29
65161,45,23,30
65162,45,23,31
65163,45,23,32
65164,45,23,33
65165,45,23,34
65166,45,23,35
65167,45,23,36
65168,45,23,37
65169,45,23,38
65170,45,23,39
65171,45,23,40
65172,45,23,41
65173,45,23,42
65174,45,23,43
65175,45,23,44
65176,45,23,45
65177,45,24,4
65178,45,24,5
65179,45,24,6
65180,45,24,7
65181,45,24,8
65182,45,24,9
65183,45,24,10
65184,45,24,11
65185,45,24,12
65186,45,24,13
65187,45,24,14
65188,45,24,15
65189,45,24,16
65190,45,24,17
65191,45,24,18
65192,45,24,19
65193,45,24,20
65194,45,24,21
65195,45,24,22
65196,45,24,23
65197,45,24,24
65198,45,24,25
65199,45,24,26
65200,45,24,27
65201,45,24,28
65202,45,24,29
65203,45,24,30
65204,45,24,31
65205,45,24,32
65206,45,24,33
65207,45,24,34
65208,45,24,35
65209,45,24,36
65210,45,24,37
65211,45,24,38
65212,45,24,39
65213,45,24,40
65214,45,24,41
65215,45,24,42
65216,45,24,43
65217,45,24,44
65218,45,24,45
65219,45,25,4
65220,45,25,5
65221,45,25,6
65222,45,25,7
65223,45,25,8
65224,45,25,9
65225,45,25,10
65226,45,25,11
65227,45,25,12
65228,45,25,13
65229,45,25,14
65230,45,25,15
65231,45,25,16
65232,45,25,17
65233,45,25,18
65234,45,25,19
65235,45,25,20
65236,45,25,21
65237,45,25,22
65238,45,25,23
65239,45,25,24
65240,45,25,25
65241,45,25,26
65242,45,25,27
65243,45,25,28
65244,45,25,29
65245,45,25,30
65246,45,25,31
65247,45,25,32
65248,45,25,33
65249,45,25,34
65250,45,25,35
65251,45,25,36
65252,45,25,37
65253,45,25,38
65254,45,25,39
65255,45,25,40
65256,45,25,41
65257,45,25,42
65258,45,25,43
65259,45,25,44
65260,45,25,45
65261,45,26,5
65262,45,26,6
65263,45,26,7
65264,45,26,8
65265,45,26,9
65266,45,26,10
65267,45,26,11
65268,45,26,12
65269,45,26,13
65270,45,26,14
65271,45,26,15
65272,45,26,16
65273,45,26,17
65274,45,26,18
65275,45,26,19
65276,45,26,20
65277,45,26,21
65278,45,26,22
65279,45,26,23
65280,45,26,24
65281,45,26,25
65282,45,26,26
65283,45,26,27
65284,45,26,28
65285,45,26,29
65286,45,26,30
65287,45,26,31
65288,45,26,32
65289,45,26,33
65290,45,26,34
65291,45,26,35
65292,45,26,36
65293,45,26,37
65294,45,26,38
65295,45,26,39
65296,45,26,40
65297,45,26,41
65298,45,26,42
65299,45,26,43
65300,45,26,44
65301,45,26,45
65302,45,27,5
65303,45,27,6
65304,45,27,7
65305,45,27,8
65306,45,27,9
65307,45,27,10
65308,45,27,11
65309,45,27,12
65310,45,27,13
65311,45,27,14
65312,45,27,15
65313,45,27,16
65314,45,27,17
65315,45,27,18
65316,45,27,19
65317,45,27,20
65318,45,27,21
65319,45,27,22
65320,45,27,23
65321,45,27,24
65322,45,27,25
65323,45,27,26
65324,45,27,27
65325,45,27,28
65326,45,27,29
65327,45,27,30
65328,45,27,31
65329,45,27,32
65330,45,27,33
65331,45,27,34
65332,45,27,35
65333,45,27,36
65334,45,27,37
65335,45,27,38
65336,45,27,39
65337,45,27,40
65338,45,27,41
65339,45,27,42
